"iid","pid","gender.iid","wave.iid","match.iid","samerace.iid","age_self.iid","gender.pid","wave.pid","match.pid","samerace.pid","age_self.pid","age_part","race_part","pref_part_att","pref_part_sin","pref_part_int","pref_part_fun","pref_part_amb","pref_part_sha","dec_part","part_att","part_sin","part_int","part_fun","part_amb","part_sha","part_lik","part_prob","part_met","age_self"
26,52,0,2,0,1,23,1,2,0,1,21,-2,0,-5,0,-5,15,-10,5,1,6,0,1,3,2,2,2,-1,0,2
26,53,0,2,0,1,23,1,2,0,1,28,5,0,20,-5,0,-5,-10,0,1,3,1,1,3,1,3,2,2,0,-5
26,54,0,2,0,1,23,1,2,0,1,28,5,0,20,0,0,5,-15,-10,1,6,0,0,6,0,4,4,1,0,-5
26,55,0,2,0,0,23,1,2,0,0,23,0,-1,0,5,5,-5,-5,0,1,2,3,2,3,3,4,3,2,0,0
27,40,0,2,0,0,22,1,2,0,0,25,3,1,8,10,7,0,-15,-10,0,7,2,0,2,1,NA,2,-1,0,-3
27,41,0,2,0,0,22,1,2,0,0,30,8,1,13,10,-8,10,-25,0,1,7,2,4,6,7,NA,6,NA,0,-8
27,42,0,2,0,0,22,1,2,0,0,23,1,1,3,15,2,-5,-15,0,1,7,5,2,7,2,NA,7,4,0,-1
27,43,0,2,0,0,22,1,2,0,0,24,2,-1,8,25,12,-10,-25,-10,1,6,0,-2,1,-1,2,4,-1,1,-2
27,44,0,2,0,0,22,1,2,0,0,24,2,-1,8,5,7,5,-10,5,1,8,4,3,5,4,4,6,2,0,-2
27,45,0,2,0,0,22,1,2,0,0,28,6,-1,8,5,7,-5,-25,10,1,5,2,1,4,1,6,7,5,0,-6
27,46,0,2,1,0,22,1,2,1,0,26,4,-1,3,25,2,-10,-15,-5,0,1,1,2,2,3,5,3.5,2,0,-4
27,47,0,2,0,0,22,1,2,0,0,30,8,-1,3,10,7,5,-20,-5,1,6,1,1,2,0,1,4,1,0,-8
27,48,0,2,0,0,22,1,2,0,0,22,0,-1,13,5,7,5,-20,-10,1,4,2,1,1,NA,0,4,5,0,0
27,49,0,2,0,0,22,1,2,0,0,25,3,1,3,10,2,0,-20,5,1,4,3,3,2,1,NA,5,2,0,-3
27,50,0,2,1,0,22,1,2,1,0,27,5,-2,18,0,2,-5,-15,0,0,2,NA,NA,0,NA,2,4,3,0,-5
27,51,0,2,0,0,22,1,2,0,0,23,1,-1,8,0,17,-5,-25,5,1,7,2,-2,6,-1,1,4,-1,0,-1
27,52,0,2,0,0,22,1,2,0,0,21,-1,-1,-2,10,-3,10,-20,5,1,7,4,0,5,2,5,6,0,0,1
27,53,0,2,0,0,22,1,2,0,0,28,6,-1,23,5,2,-10,-20,0,1,2,4,0,5,0,5,5,5,0,-6
27,54,0,2,0,0,22,1,2,0,0,28,6,-1,23,10,2,0,-25,-10,1,7,5,1,6,2,5,7,3,0,-6
27,55,0,2,0,0,22,1,2,0,0,23,1,-2,3,15,7,-10,-15,0,1,4,2,3,6,6,4,6,6,0,-1
28,40,0,2,0,0,26,1,2,0,0,25,-1,2,NA,NA,NA,NA,NA,NA,0,5,2,1,2,2,1,4,-2,0,1
28,41,0,2,0,0,26,1,2,0,0,30,4,2,NA,NA,NA,NA,NA,NA,1,6,2,3,4,3,6,3,NA,0,-4
28,42,0,2,0,0,26,1,2,0,0,23,-3,2,NA,NA,NA,NA,NA,NA,1,4,5,1,3,1,NA,5,3,0,3
28,43,0,2,0,1,26,1,2,0,1,24,-2,0,NA,NA,NA,NA,NA,NA,0,1,0,1,0,3,3,2,-2.5,0,2
28,44,0,2,0,1,26,1,2,0,1,24,-2,0,NA,NA,NA,NA,NA,NA,1,1,-1,-2,1,1,3,3,1,0,2
28,45,0,2,0,1,26,1,2,0,1,28,2,0,NA,NA,NA,NA,NA,NA,1,3,1,2,3,3,3,5,4,0,-2
28,46,0,2,1,1,26,1,2,1,1,26,0,0,NA,NA,NA,NA,NA,NA,0,0,-1,-1,-1,2,0,0.5,0.5,0,0
28,47,0,2,0,1,26,1,2,0,1,30,4,0,NA,NA,NA,NA,NA,NA,1,1,0,1,0,3,2,5,1,0,-4
28,48,0,2,0,1,26,1,2,0,1,22,-4,0,NA,NA,NA,NA,NA,NA,0,1,2,0,0,-1,-1,1,-2,0,4
28,49,0,2,0,0,26,1,2,0,0,25,-1,2,NA,NA,NA,NA,NA,NA,1,4,3,1,1.5,1,NA,3,2,0,1
28,50,0,2,0,0,26,1,2,0,0,27,1,-1,NA,NA,NA,NA,NA,NA,0,1,0,-1,2,0,-1,4,2,0,-1
28,51,0,2,0,1,26,1,2,0,1,23,-3,0,NA,NA,NA,NA,NA,NA,-1,1,2.5,1,-1,-3.5,-5,0.5,4.5,0,3
28,52,0,2,0,1,26,1,2,0,1,21,-5,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
28,53,0,2,0,1,26,1,2,0,1,28,2,0,NA,NA,NA,NA,NA,NA,-1,1,2,1,2,2,0,-1,1.5,0,-2
28,54,0,2,0,1,26,1,2,0,1,28,2,0,NA,NA,NA,NA,NA,NA,0,3,3,0.5,2,2,1,3,2,0,-2
28,55,0,2,0,0,26,1,2,0,0,23,-3,-1,NA,NA,NA,NA,NA,NA,1,5,3,4,4,3,3,6,3,0,3
29,40,0,2,0,0,22,1,2,0,0,25,3,2,5,-2,7,5,-5,-10,0,1,-3,-1,0,-2,NA,-4,NA,0,-3
29,41,0,2,0,0,22,1,2,0,0,30,8,2,10,-2,-8,15,-15,0,0,4,0,2,5,2,NA,4,NA,0,-8
29,42,0,2,0,0,22,1,2,0,0,23,1,2,0,3,2,0,-5,0,0,-3,0,0,0,3,NA,-2,-2,0,-1
29,43,0,2,0,1,22,1,2,0,1,24,2,0,5,13,12,-5,-15,-10,0,-1,-3,0,1,1,NA,0,-2,NA,-2
29,44,0,2,1,1,22,1,2,1,1,24,2,0,5,-7,7,10,0,5,0,-1,0,0,3,0,3,1,1,0,-2
29,45,0,2,1,1,22,1,2,1,1,28,6,0,5,-7,7,0,-15,10,0,2,0,-1,3,-1,4,1,3,0,-6
29,46,0,2,0,1,22,1,2,0,1,26,4,0,0,13,2,-5,-5,-5,-1,-2,1,0,3,NA,NA,0,2,NA,-4
29,47,0,2,0,1,22,1,2,0,1,30,8,0,0,-2,7,10,-10,-5,0,0,0,-1,-1,1,NA,0,1,NA,-8
29,48,0,2,0,1,22,1,2,0,1,22,0,0,10,-7,7,10,-10,-10,-1,-2,1,1,-3,1,-3,-3,2,0,0
29,49,0,2,0,0,22,1,2,0,0,25,3,2,0,-2,2,5,-10,5,1,0,3,2,-1,0,1,2,-1,0,-3
29,50,0,2,0,0,22,1,2,0,0,27,5,-1,15,-12,2,0,-5,0,-1,-1,NA,NA,NA,NA,NA,0,2,0,-5
29,51,0,2,0,1,22,1,2,0,1,23,1,0,5,-12,17,0,-15,5,-1,-1,1,-2,-1,-3,-3,0,0,0,-1
29,52,0,2,0,1,22,1,2,0,1,21,-1,0,-5,-2,-3,15,-10,5,-1,-1,-1,-2,2,-2,0,-3,-3,0,1
29,53,0,2,0,1,22,1,2,0,1,28,6,0,20,-7,2,-5,-10,0,-1,-3,0,0,2,0,NA,-1,2,0,-6
29,54,0,2,0,1,22,1,2,0,1,28,6,0,20,-2,2,5,-15,-10,0,-1,1,1,3,1,0,0,2,NA,-6
29,55,0,2,0,0,22,1,2,0,0,23,1,-1,0,3,7,-5,-5,0,-1,0,0,1,2,4,3,1,2,0,-1
30,40,0,2,0,0,23,1,2,0,0,25,2,2,15,0,5,0,-10,-10,0,3,0,2,2,2,-1,-4,-4,0,-2
30,41,0,2,0,0,23,1,2,0,0,30,7,2,20,0,-10,10,-20,0,0,2,1,2,5,1,NA,-1,NA,0,-7
30,42,0,2,0,0,23,1,2,0,0,23,0,2,10,5,0,-5,-10,0,0,-2,0,-1,-1,-2,NA,-2,-4,0,0
30,43,0,2,0,1,23,1,2,0,1,24,1,0,15,15,10,-10,-20,-10,0,-1,-2,1,-2,0,-5,-3,-3,0,-1
30,44,0,2,0,1,23,1,2,0,1,24,1,0,15,-5,5,5,-5,5,1,1,-2,0,2,0,4,1,3,0,-1
30,45,0,2,0,1,23,1,2,0,1,28,5,0,15,-5,5,-5,-20,10,1,2,1,1,4,0,0,2,3,0,-5
30,46,0,2,0,1,23,1,2,0,1,26,3,0,10,15,0,-10,-10,-5,0,-2,1,1,2,3,1,0,-1,0,-3
30,47,0,2,0,1,23,1,2,0,1,30,7,0,10,0,5,5,-15,-5,0,4,0,1,-4,-1,-3,-2,0,0,-7
30,48,0,2,0,1,23,1,2,0,1,22,-1,0,20,-5,5,5,-15,-10,0,-2,-1,0,-3,NA,-4,-4,-3,0,1
30,49,0,2,1,0,23,1,2,1,0,25,2,2,10,0,0,0,-15,5,0,-1,0,0,0,0,NA,-2,-1,1,-2
30,50,0,2,0,0,23,1,2,0,0,27,4,-1,25,-10,0,-5,-10,0,-1,-1,NA,NA,NA,NA,NA,NA,NA,0,-4
30,51,0,2,0,1,23,1,2,0,1,23,0,0,15,-10,15,-5,-20,5,0,-2,0,1,0,2,1,0,3,0,0
30,52,0,2,0,1,23,1,2,0,1,21,-2,0,5,0,-5,10,-15,5,0,3,0,-1,0,-1,-1,-2,-3,0,2
30,53,0,2,0,1,23,1,2,0,1,28,5,0,30,-5,0,-10,-15,0,-1,-1,1,0,0,-1,-1,-2,-1,0,-5
30,54,0,2,0,1,23,1,2,0,1,28,5,0,30,0,0,0,-20,-10,0,3,3,0,3,1,0,0,0,0,-5
30,55,0,2,1,0,23,1,2,1,0,23,0,-1,10,5,5,-10,-10,0,0,0,2,2,2,3,2,0,4,0,0
31,40,0,2,0,0,24,1,2,0,0,25,1,2,-10,10,5,0,0,-5,0,3,-1,-2,-2,2,-1,-3,-3,0,-1
31,41,0,2,0,0,24,1,2,0,0,30,6,2,-5,10,-10,10,-10,5,0,5,2,2,5,2,NA,NA,NA,0,-6
31,42,0,2,0,0,24,1,2,0,0,23,-1,2,-15,15,0,-5,0,5,0,4,2,2,-3,3,NA,-1,0,NA,1
31,43,0,2,0,1,24,1,2,0,1,24,0,0,-10,25,10,-10,-10,-5,1,2,1,0,1,0,-2,1,-2,0,0
31,44,0,2,0,1,24,1,2,0,1,24,0,0,-10,5,5,5,5,10,1,5,1,0,1,-1,2,4,3,0,0
31,45,0,2,0,1,24,1,2,0,1,28,4,0,-10,5,5,-5,-10,15,1,5,3,1,4,2,2,3,3,0,-4
31,46,0,2,0,1,24,1,2,0,1,26,2,0,-15,25,0,-10,0,0,1,0,0,0,-1,1,3,1,1,0,-2
31,47,0,2,0,1,24,1,2,0,1,30,6,0,-15,10,5,5,-5,0,1,5,3,2,3,1,3,2,-1,0,-6
31,48,0,2,1,1,24,1,2,1,1,22,-2,0,-5,5,5,5,-5,-5,0,-1,-2,-1,0,NA,NA,0,-3,0,2
31,49,0,2,1,0,24,1,2,1,0,25,1,2,-15,10,0,0,-5,10,0,2,-1,0,2,2,NA,1,-4,0,-1
31,50,0,2,1,0,24,1,2,1,0,27,3,-1,0,0,0,-5,0,5,0,-1,1,0,-1,0,NA,-2,-1,0,-3
31,51,0,2,0,1,24,1,2,0,1,23,-1,0,-10,0,15,-5,-10,10,1,3,1,2,-1,0,0,1,1,0,1
31,52,0,2,0,1,24,1,2,0,1,21,-3,0,-20,10,-5,10,-5,10,1,5,0,0,1,2,0,1,-2,0,3
31,53,0,2,0,1,24,1,2,0,1,28,4,0,5,5,0,-10,-5,5,1,1,1,2,2,3,1,1.5,2,0,-4
31,54,0,2,0,1,24,1,2,0,1,28,4,0,5,10,0,0,-10,-5,1,4,3,2,4,2,2,2,1,0,-4
31,55,0,2,1,0,24,1,2,1,0,23,-1,-1,-15,15,5,-10,0,5,0,-1,2,3,0,1,0,1.5,1,0,1
32,40,0,2,0,1,27,1,2,0,1,25,-2,0,-25,20,-25,20,10,0,0,4,2,3,-2,NA,-2,0,-4,0,2
32,41,0,2,0,1,27,1,2,0,1,30,3,0,-20,20,-40,30,0,10,0,3,2,1,NA,1,NA,1,NA,0,-3
32,42,0,2,0,1,27,1,2,0,1,23,-4,0,-30,25,-30,15,10,10,0,0,3,4,1,2,NA,-1,-1,0,4
32,43,0,2,0,0,27,1,2,0,0,24,-3,-2,-25,35,-20,10,0,0,0,0,-1,0,-2,-5,-2,1,-2,0,3
32,44,0,2,0,0,27,1,2,0,0,24,-3,-2,-25,15,-25,25,15,15,1,2,-1,-3,2,3,2,3,5,0,3
32,45,0,2,0,0,27,1,2,0,0,28,1,-2,-25,15,-25,15,0,20,1,1,0,-1,3,-1,1,-1,2,0,-1
32,46,0,2,0,0,27,1,2,0,0,26,-1,-2,-30,35,-30,10,10,5,1,0,0,0,NA,2,0,0,2,0,1
32,47,0,2,0,0,27,1,2,0,0,30,3,-2,-30,20,-25,25,5,5,1,-2,-2,-1,-1,-3,-3,0,-1,0,-3
32,48,0,2,0,0,27,1,2,0,0,22,-5,-2,-20,15,-25,25,5,0,0,-2,-2,1,-4,2,-1,-3,1,0,5
32,49,0,2,0,1,27,1,2,0,1,25,-2,0,-30,20,-30,20,5,15,1,1,-1,-1,-2,1,0,-1,-2,0,2
32,50,0,2,0,0,27,1,2,0,0,27,0,-3,-15,10,-30,15,10,10,1,NA,NA,NA,NA,NA,NA,1,4,0,0
32,51,0,2,0,0,27,1,2,0,0,23,-4,-2,-25,10,-15,15,0,15,0,3,1,0,3,-2,-1,3,-2,0,4
32,52,0,2,0,0,27,1,2,0,0,21,-6,-2,-35,20,-35,30,5,15,1,2,0,1,1,-3,1,2,0,0,6
32,53,0,2,0,0,27,1,2,0,0,28,1,-2,-10,15,-30,10,5,10,1,1,3,0,0,0,-2,0,2,0,-1
32,54,0,2,0,0,27,1,2,0,0,28,1,-2,-10,20,-30,20,0,0,1,0,2,-1,-1,-1,-3,0,0,0,-1
32,55,0,2,0,0,27,1,2,0,0,23,-4,-3,-30,25,-25,10,10,10,0,-2,0,3,-1,0,2,1,4,0,4
33,40,0,2,0,0,30,1,2,0,0,25,-5,2,-5,0,-5,10,10,-10,-1,0,2,3,-2,-2,-1,-2,-4,0,5
33,41,0,2,0,0,30,1,2,0,0,30,0,2,0,0,-20,20,0,0,1,8,4,3,6,4,NA,3,NA,0,0
33,42,0,2,0,0,30,1,2,0,0,23,-7,2,-10,5,-10,5,10,0,0,0,2,4,2,4,1,1,-1,0,7
33,43,0,2,0,1,30,1,2,0,1,24,-6,0,-5,15,0,0,0,-10,-1,-1,-3,0,-2,-1,-1,-2,0,0,6
33,44,0,2,0,1,30,1,2,0,1,24,-6,0,-5,-5,-5,15,15,5,1,1,1,1,4,1,1,2,4,0,6
33,45,0,2,0,1,30,1,2,0,1,28,-2,0,-5,-5,-5,5,0,10,0,0,-1,0,2,0,2,1,5,0,2
33,46,0,2,0,1,30,1,2,0,1,26,-4,0,-10,15,-10,0,10,-5,0,-2,1,-2,3,2,4,1,3,0,4
33,47,0,2,0,1,30,1,2,0,1,30,0,0,-10,0,-5,15,5,-5,1,1,1,1,-1,-1,-1,0,4,0,0
33,48,0,2,0,1,30,1,2,0,1,22,-8,0,0,-5,-5,15,5,-10,-1,-3,1,2,-1,NA,-5,-2,2,0,8
33,49,0,2,0,0,30,1,2,0,0,25,-5,2,-10,0,-10,10,5,5,1,1,0,0,3,1,2,1,4,0,5
33,50,0,2,0,0,30,1,2,0,0,27,-3,-1,5,-10,-10,5,10,0,-1,-1,-1,1,1,-2,0,0,4,0,3
33,51,0,2,0,1,30,1,2,0,1,23,-7,0,-5,-10,5,5,0,5,0,-1,4,-1,5,-4,2,3,5,0,7
33,52,0,2,0,1,30,1,2,0,1,21,-9,0,-15,0,-15,20,5,5,-1,-4,-2,-2,-3,-1,-3,-3,-1,0,9
33,53,0,2,0,1,30,1,2,0,1,28,-2,0,10,-5,-10,0,5,0,0,-1,2,4,1,2,3,1,5,0,2
33,54,0,2,0,1,30,1,2,0,1,28,-2,0,10,0,-10,10,0,-10,0,0,2,3,2,1,-1,1,3,0,2
33,55,0,2,0,0,30,1,2,0,0,23,-7,-1,-10,5,-5,0,10,0,0,-1,2,3,2,2,3,3,5,0,7
34,40,0,2,0,1,21,1,2,0,1,25,4,0,-5,15,-5,5,-5,-5,0,4,3,1,4,2,NA,0,-4,0,-4
34,41,0,2,0,1,21,1,2,0,1,30,9,0,0,15,-20,15,-15,5,1,7,6,3,6,6,NA,3,NA,0,-9
34,42,0,2,0,1,21,1,2,0,1,23,2,0,-10,20,-10,0,-5,5,0,1,5,2,0,-1,-3,0,1,0,-2
34,43,0,2,0,0,21,1,2,0,0,24,3,-2,-5,30,0,-5,-15,-5,0,2,1,-1,2,1,NA,1,-2,0,-3
34,44,0,2,0,0,21,1,2,0,0,24,3,-2,-5,10,-5,10,0,10,1,4,1,3,3,1,3,3,4,0,-3
34,45,0,2,0,0,21,1,2,0,0,28,7,-2,-5,10,-5,0,-15,15,1,3,2,1,2,1,2,2,4,0,-7
34,46,0,2,1,0,21,1,2,1,0,26,5,-2,-10,30,-10,-5,-5,0,0,-2,-1,-2,2,0,NA,0,-2,0,-5
34,47,0,2,0,0,21,1,2,0,0,30,9,-2,-10,15,-5,10,-10,0,1,2,3,2,4,2,3,1,2,0,-9
34,48,0,2,0,0,21,1,2,0,0,22,1,-2,0,10,-5,10,-10,-5,1,2,3,4,2,3,1,3,-1,0,-1
34,49,0,2,1,1,21,1,2,1,1,25,4,0,-10,15,-10,5,-10,10,0,1,0,-1,-1,-1,0,-1,2,0,-4
34,50,0,2,0,0,21,1,2,0,0,27,6,-3,5,5,-10,0,-5,5,1,3,3,NA,NA,2,NA,2,2,0,-6
34,51,0,2,0,0,21,1,2,0,0,23,2,-2,-5,5,5,0,-15,10,0,3,3,4,0,6,-1,3,1,0,-2
34,52,0,2,0,0,21,1,2,0,0,21,0,-2,-15,15,-15,15,-10,10,0,2,2,1,1,0,2,1,0,0,0
34,53,0,2,0,0,21,1,2,0,0,28,7,-2,10,10,-10,-5,-10,5,1,3,4,2,5,1,4,3,3,0,-7
34,54,0,2,0,0,21,1,2,0,0,28,7,-2,10,15,-10,5,-15,-5,1,4,2,1,3,0,4,2,3,NA,-7
34,55,0,2,0,0,21,1,2,0,0,23,2,-3,-10,20,-5,-5,-5,5,1,4,5,5,3,4,4,5,7,NA,-2
35,40,0,2,0,0,25,1,2,0,0,25,0,2,5,-3,2,-2,3,-5,-1,-1,-2,-3,-2,0,-5,-4,-6,0,0
35,41,0,2,0,0,25,1,2,0,0,30,5,2,10,-3,-13,8,-7,5,0,5,-4,2,-1,-2,NA,NA,NA,0,-5
35,42,0,2,0,0,25,1,2,0,0,23,-2,2,0,2,-3,-7,3,5,0,-3,0,-2,-1,3,-5,-4,-5,0,2
35,43,0,2,0,1,25,1,2,0,1,24,-1,0,5,12,7,-12,-7,-5,1,1,-4,-1,-5,0,-2,-3,-7,0,1
35,44,0,2,0,1,25,1,2,0,1,24,-1,0,5,-8,2,3,8,10,1,3,-1,1,NA,1,1,2,1,0,1
35,45,0,2,1,1,25,1,2,1,1,28,3,0,5,-8,2,-7,-7,15,0,1,-2,-2,-1,-1,-2,-1,-1,0,-3
35,46,0,2,1,1,25,1,2,1,1,26,1,0,0,12,-3,-12,3,0,0,0,0,-1,-3,1,-2,0,-3,0,-1
35,47,0,2,0,1,25,1,2,0,1,30,5,0,0,-3,2,3,-2,0,1,2,-1,-2,-3,-1,-4,0,-5,0,-5
35,48,0,2,0,1,25,1,2,0,1,22,-3,0,10,-8,2,3,-2,-5,-1,-1,-1,1,-3,-2,-2,-1,-1,0,3
35,49,0,2,1,0,25,1,2,1,0,25,0,2,0,-3,-3,-2,-2,10,0,1,-1,1,-4,-3,-5,-1,-4,0,0
35,50,0,2,1,0,25,1,2,1,0,27,2,-1,15,-13,-3,-7,3,5,0,1,NA,NA,NA,NA,NA,-1,-3,0,-2
35,51,0,2,0,1,25,1,2,0,1,23,-2,0,5,-13,12,-7,-7,10,-1,0,-4,2,-5,0,-5,-4,-3,0,2
35,52,0,2,0,1,25,1,2,0,1,21,-4,0,-5,-3,-8,8,-2,10,1,1,0,-2,-1,-1,-4,-1,-4,0,4
35,53,0,2,1,1,25,1,2,1,1,28,3,0,20,-8,-3,-12,-2,5,0,0,-1,0,0,0,0,0,-1,0,-3
35,54,0,2,0,1,25,1,2,0,1,28,3,0,20,-3,-3,-2,-7,-5,1,2,0,1,1,1,-2,0,-2,0,-3
35,55,0,2,0,0,25,1,2,0,0,23,-2,-1,0,2,2,-12,3,5,1,2,0,0,1,1,2,0,-3,0,2
36,40,0,2,0,0,26,1,2,0,0,25,-1,2,5,-5,5,5,-5,-5,0,3,3,7,4,7,1,1,-3,0,1
36,41,0,2,0,0,26,1,2,0,0,30,4,2,10,-5,-10,15,-15,5,0,4,3,3,4,-3,NA,NA,NA,0,-4
36,42,0,2,0,0,26,1,2,0,0,23,-3,2,0,0,0,0,-5,5,0,2,5,3,4,1,NA,2,0,0,3
36,43,0,2,0,1,26,1,2,0,1,24,-2,0,5,10,10,-5,-15,-5,1,5,4,4,3,4,3,4,-2,0,2
36,44,0,2,0,1,26,1,2,0,1,24,-2,0,5,-10,5,10,0,10,1,6,6,6,4,5,6,8,3,NA,2
36,45,0,2,0,1,26,1,2,0,1,28,2,0,5,-10,5,0,-15,15,1,5,5,3,5,-1,3,4,2,0,-2
36,46,0,2,0,1,26,1,2,0,1,26,0,0,0,10,0,-5,-5,0,0,4,2,4,3,5,5,3,-1,0,0
36,47,0,2,0,1,26,1,2,0,1,30,4,0,0,-5,5,10,-10,0,1,5,3,1,4,6,3,4,0,1,-4
36,48,0,2,0,1,26,1,2,0,1,22,-4,0,10,-10,5,10,-10,-5,0,3,7,5,5,7,1,4,2,0,4
36,49,0,2,1,0,26,1,2,1,0,25,-1,2,0,-5,0,5,-10,10,0,4,3,-1,-1,0,-3,0,-1,1,1
36,50,0,2,0,0,26,1,2,0,0,27,1,-1,15,-15,0,0,-5,5,0,2,NA,NA,NA,NA,NA,2,4,0,-1
36,51,0,2,1,1,26,1,2,1,1,23,-3,0,5,-15,15,0,-15,10,0,0,4,2,3,0,-2,0,-2,0,3
36,52,0,2,0,1,26,1,2,0,1,21,-5,0,-5,-5,-5,15,-10,10,1,5,1,1,5,0,3,3,-3,0,5
36,53,0,2,0,1,26,1,2,0,1,28,2,0,20,-10,0,-5,-10,5,-1,-2,0,0,2,2,-1,-1,1,0,-2
36,54,0,2,0,1,26,1,2,0,1,28,2,0,20,-5,0,5,-15,-5,0,6,4,1,2,2,4,3,1,0,-2
36,55,0,2,0,0,26,1,2,0,0,23,-3,-1,0,0,5,-5,-5,5,1,1,3,1,2,1,3,2,3,0,3
37,40,0,2,0,0,27,1,2,0,0,25,-2,2,15,10,-5,-5,0,-15,0,2,2,3,3,2,0,-2,-5,0,2
37,41,0,2,0,0,27,1,2,0,0,30,3,2,20,10,-20,5,-10,-5,0,3,0,-1,2,1,NA,NA,NA,0,-3
37,42,0,2,0,0,27,1,2,0,0,23,-4,2,10,15,-10,-10,0,-5,-1,0,4,3,-1,-1,NA,0,-3,0,4
37,43,0,2,0,1,27,1,2,0,1,24,-3,0,15,25,0,-15,-10,-15,0,0,-1,-1,1,0,2,1,-1,0,3
37,44,0,2,1,1,27,1,2,1,1,24,-3,0,15,5,-5,0,5,0,0,-2,-1,-2,-1,-2,-1,-1,-2,0,3
37,45,0,2,0,1,27,1,2,0,1,28,1,0,15,5,-5,-10,-10,5,1,0,3,-1,2,0,4,3,4,0,-1
37,46,0,2,0,1,27,1,2,0,1,26,-1,0,10,25,-10,-15,0,-10,-1,-2,3,0,1,3,2,1,-2,0,1
37,47,0,2,0,1,27,1,2,0,1,30,3,0,10,10,-5,0,-5,-10,0,NA,-2,1,-2,0,-3,-1,-1,0,-3
37,48,0,2,0,1,27,1,2,0,1,22,-5,0,20,5,-5,0,-5,-15,-1,-5,1,0,-4,0,-2,-3,-3,0,5
37,49,0,2,0,0,27,1,2,0,0,25,-2,2,10,10,-10,-5,-5,0,0,0,3,3,2,4,-1,4,1,0,2
37,50,0,2,0,0,27,1,2,0,0,27,0,-1,25,0,-10,-10,0,-5,-1,-1,NA,NA,NA,NA,NA,2,3,0,0
37,51,0,2,0,1,27,1,2,0,1,23,-4,0,15,0,5,-10,-10,0,-1,-5,5,2,-4,1,-1,1,6,0,4
37,52,0,2,1,1,27,1,2,1,1,21,-6,0,5,10,-15,5,-5,0,0,3,1,0,1,2,0,1,-1,NA,6
37,53,0,2,0,1,27,1,2,0,1,28,1,0,30,5,-10,-15,-5,-5,-1,0,1,1,3,1,3,1,3,0,-1
37,54,0,2,0,1,27,1,2,0,1,28,1,0,30,10,-10,-5,-10,-15,0,2,5,3,4,5,3,4,2,0,-1
37,55,0,2,0,0,27,1,2,0,0,23,-4,-1,10,15,-5,-15,0,-5,-1,1,2,3,0,3,NA,3,3,0,4
38,40,0,2,0,0,23,1,2,0,0,25,2,3,-25,10,5,10,0,0,0,6,1,0,6,0,4,-2,0,0,-2
38,41,0,2,0,0,23,1,2,0,0,30,7,3,-20,10,-10,20,-10,10,0,4,4,-5,4,-5,NA,NA,NA,0,-7
38,42,0,2,0,0,23,1,2,0,0,23,0,3,-30,15,0,5,0,10,0,-2,2,-1,1,3,NA,0,4,0,0
38,43,0,2,0,0,23,1,2,0,0,24,1,1,-25,25,10,0,-10,0,0,1,-1,-3,2,-1,0,0,1,0,-1
38,44,0,2,0,0,23,1,2,0,0,24,1,1,-25,5,5,15,5,15,1,2,-4,-1,3,1,-2,2,5,0,-1
38,45,0,2,0,0,23,1,2,0,0,28,5,1,-25,5,5,5,-10,20,1,0,0,-1,6,-1,4,3,6,0,-5
38,46,0,2,0,0,23,1,2,0,0,26,3,1,-30,25,0,0,0,5,1,-2,2,2,1,3,4,2,3,0,-3
38,47,0,2,0,0,23,1,2,0,0,30,7,1,-30,10,5,15,-5,5,1,-1,-2,0,-1,2,3,-2,3,0,-7
38,48,0,2,0,0,23,1,2,0,0,22,-1,1,-20,5,5,15,-5,0,-1,-1,1,2,0,NA,3,0,0,0,1
38,49,0,2,1,0,23,1,2,1,0,25,2,3,-30,10,0,10,-5,15,0,-1,-2,-2,0,3,1,1,4,0,-2
38,50,0,2,1,1,23,1,2,1,1,27,4,0,-15,0,0,5,0,10,0,NA,NA,NA,NA,NA,NA,0,2,0,-4
38,51,0,2,0,0,23,1,2,0,0,23,0,1,-25,0,15,5,-10,15,0,-2,1,-1,-2,-1,4,1,5,0,0
38,52,0,2,0,0,23,1,2,0,0,21,-2,1,-35,10,-5,20,-5,15,0,5,-2,-2,4,-1,2,-1,1,0,2
38,53,0,2,0,0,23,1,2,0,0,28,5,1,-10,5,0,0,-5,10,0,3,0,0,5,0,1,4,5,0,-5
38,54,0,2,0,0,23,1,2,0,0,28,5,1,-10,10,0,10,-10,0,0,3,-1,0,2,-1,1,1,2,0,-5
38,55,0,2,1,1,23,1,2,1,1,23,0,0,-30,15,5,0,0,10,0,0,2,2,2,1,2,1,4,0,0
39,40,0,2,0,0,24,1,2,0,0,25,1,1,5,0,5,5,-5,-10,-1,-3,3,0,1,-5,-4,-4,-5,0,-1
39,41,0,2,0,0,24,1,2,0,0,30,6,1,10,0,-10,15,-15,0,0,2,-5,-4,4,-3,NA,NA,-4,0,-6
39,42,0,2,0,0,24,1,2,0,0,23,-1,1,0,5,0,0,-5,0,-1,-1,4,-1,-1,-3,NA,-0.5,-4,0,1
39,43,0,2,0,0,24,1,2,0,0,24,0,-1,5,15,10,-5,-15,-10,-1,-4,-2,-1,0,-1,-2,-2,-3,0,0
